Trade Date,MASI,DSI,FSI 
2017-07-11,16198.77,12725.76,2325.21
2017-07-10,16063.48,12618.16,2325.21
2017-07-07,16017.55,12581.64,2325.21
2017-07-05,15985.25,12555.95,2325.21
2017-07-04,15788.80,12399.72,2325.21
2017-07-03,15777.90,12391.05,2325.21
2017-06-30,15772.51,12386.77,2325.21
2017-06-29,15772.51,12386.77,2325.21
2017-06-28,15772.51,12386.77,2325.21
2017-06-27,15767.84,12383.05,2325.21
2017-06-23,15767.84,12383.05,2325.21
2017-06-22,15767.84,12383.05,2325.21
2017-06-21,15767.84,12383.05,2325.21
2017-06-20,15639.08,12280.65,2325.21
2017-06-19,15639.08,12280.65,2325.21
2017-06-16,15639.08,12280.65,2325.21
2017-06-15,15584.91,12237.57,2325.21
2017-06-14,15584.91,12237.57,2325.21
2017-06-13,15580.15,12233.79,2325.21
2017-06-12,15574.22,12229.08,2325.21
2017-06-09,15573.68,12228.65,2325.21
2017-06-08,15573.68,12228.65,2325.21
2017-06-07,15573.68,12228.65,2325.21
2017-06-06,15573.68,12228.65,2325.21
2017-06-05,15573.68,12228.65,2325.21
2017-06-02,15573.68,12228.65,2325.21
2017-06-01,15573.68,12228.65,2325.21
2017-05-31,15573.68,12228.65,2325.21
2017-05-30,15573.68,12228.65,2325.21
2017-05-29,15573.68,12228.65,2325.21
2017-05-26,15595.81,12246.25,2325.21
2017-05-25,15573.68,12228.65,2325.21
2017-05-24,15573.68,12228.65,2325.21
2017-05-23,15573.68,12228.65,2325.21
2017-05-22,15607.80,12255.78,2325.21
2017-05-19,15610.11,12257.62,2325.21
2017-05-18,15610.11,12257.62,2325.21
2017-05-17,15606.11,12254.44,2325.21
2017-05-16,15606.11,12254.44,2325.21
2017-05-12,15606.11,12254.44,2325.21
2017-05-11,15577.67,12232.92,2308.87
2017-05-10,15379.26,12075.13,2308.87
2017-05-09,15362.97,12062.17,2308.87
2017-05-08,15349.86,12051.75,2308.87
2017-05-05,15266.66,11985.58,2308.87
2017-05-04,15206.29,11937.57,2308.87
2017-05-03,15206.29,11937.57,2308.87
2017-05-02,15203.97,11935.73,2308.87
2017-04-28,15203.97,11935.73,2308.87
2017-04-27,15177.45,11914.64,2308.87
2017-04-26,15157.53,11898.80,2308.87
2017-04-25,15157.53,11898.80,2308.87
2017-04-24,15129.75,11876.70,2308.87
2017-04-21,15112.97,11863.36,2308.87
2017-04-20,15112.97,11863.36,2308.87
2017-04-19,15040.15,11805.44,2308.87
2017-04-18,14809.71,11622.18,2308.87
2017-04-13,14724.04,11554.05,2308.87
2017-04-12,14724.04,11554.05,2308.87
2017-04-11,14724.04,11554.05,2308.87
2017-04-10,14577.62,11437.62,2308.87
2017-04-07,14577.62,11437.62,2308.87
2017-04-06,14577.62,11437.62,2308.87
2017-04-05,14577.62,11437.62,2308.87
2017-04-04,14577.62,11437.62,2308.87
2017-04-03,14577.62,11437.62,2308.87
2017-03-31,14577.62,11437.62,2308.87
2017-03-30,14577.62,11437.62,2308.87
2017-03-29,14602.22,11457.18,2308.87
2017-03-28,14602.22,11457.18,2308.87
2017-03-27,14602.22,11457.18,2308.87
2017-03-24,14602.22,11457.18,2308.87
2017-03-23,14355.26,11260.78,2308.87
2017-03-22,14060.20,11045.17,2026.07
2017-03-21,14105.90,11081.51,2026.07
2017-03-20,14105.90,11081.51,2026.07
2017-03-17,14105.90,11081.51,2026.07
2017-03-16,14105.90,11081.51,2026.07
2017-03-15,14105.90,11081.51,2026.07
2017-03-14,14036.44,11026.27,2026.07
2017-03-13,14036.44,11026.27,2026.07
2017-03-10,14036.44,11026.27,2026.07
2017-03-09,14035.90,11025.84,2026.07
2017-03-08,14004.63,11000.97,2026.07
2017-03-07,14004.63,11000.97,2026.07
2017-03-06,13672.69,10736.99,2026.07
2017-03-02,13672.69,10736.99,2026.07
2017-03-01,13635.67,10707.55,2026.07
2017-02-28,13635.67,10707.55,2026.07
2017-02-27,13633.35,10705.71,2026.07
2017-02-24,13589.36,10670.72,2026.07
2017-02-23,13589.36,10670.72,2026.07
2017-02-22,13589.36,10670.72,2026.07
2017-02-21,13589.36,10670.72,2026.07
2017-02-20,13589.36,10670.72,2026.07
2017-02-17,13589.36,10670.72,2026.07
2017-02-16,13579.58,10662.95,2026.07
2017-02-15,13579.58,10662.95,2026.07
2017-02-14,13579.58,10662.95,2026.07
2017-02-13,13579.58,10662.95,2026.07
2017-02-10,13579.58,10662.95,2026.07
2017-02-09,13579.58,10662.95,2026.07
2017-02-08,13579.58,10662.95,2026.07
2017-02-07,13579.58,10662.95,2026.07
2017-02-06,13123.02,10299.86,2026.07
2017-02-03,13108.57,10288.37,2026.07
2017-02-02,13156.35,10326.37,2026.07
2017-02-01,13127.73,10303.61,2026.07
2017-01-31,13127.73,10303.61,2026.07
2017-01-30,13292.26,10434.45,2026.07
2017-01-27,13292.26,10434.45,2026.07
2017-01-26,13250.38,10401.14,2026.07
2017-01-25,13250.38,10401.14,2026.07
2017-01-24,13298.25,10439.21,2026.07
2017-01-23,13298.25,10439.21,2026.07
2017-01-20,13352.09,10482.03,2026.07
2017-01-19,13361.46,10489.48,2026.07
2017-01-18,13361.46,10489.48,2026.07
2017-01-17,13490.89,10592.41,2026.07
2017-01-13,13488.57,10590.57,2026.07
2017-01-12,13362.34,10490.18,2026.07
2017-01-11,13366.97,10493.86,2026.07
2017-01-10,13366.52,10493.51,2026.07
2017-01-09,13359.63,10488.03,2026.07
2017-01-06,13359.63,10488.03,2026.07
2017-01-05,13355.00,10484.35,2026.07
2017-01-04,13355.24,10484.54,2026.07
2017-01-03,13320.51,10456.92,2026.07
2016-12-30,13320.51,10456.92,2026.07
2016-12-29,13320.51,10456.92,2026.07
2016-12-28,13320.51,10456.92,2026.07
2016-12-23,13320.51,10456.92,2026.07
2016-12-22,13082.32,10267.50,2026.07
2016-12-21,12910.98,10131.24,2026.07
2016-12-20,12863.38,10093.38,2026.07
2016-12-19,12861.07,10091.54,2026.07
2016-12-16,12861.07,10091.54,2026.07
2016-12-15,12861.07,10091.54,2026.07
2016-12-14,12861.07,10091.54,2026.07
2016-12-13,12890.01,10114.56,2026.07
2016-12-12,12882.80,10108.82,2026.07
2016-12-09,12882.80,10108.82,2026.07
2016-12-08,12882.80,10108.82,2026.07
2016-12-07,12875.85,10103.29,2026.07
2016-12-06,12875.85,10103.29,2026.07
2016-12-05,12875.85,10103.29,2026.07
2016-12-02,12875.85,10103.29,2026.07
2016-12-01,12875.85,10103.29,2026.07
2016-11-30,12875.85,10103.29,2026.07
2016-11-29,12863.13,10093.18,2026.07
2016-11-28,12889.99,10114.54,2026.07
2016-11-25,12889.99,10114.54,2026.07
2016-11-24,12889.99,10114.54,2026.07
2016-11-23,13297.38,10438.52,2026.07
2016-11-22,13459.46,10567.42,2026.07
2016-11-21,13482.61,10585.83,2026.07
2016-11-18,13482.61,10585.83,2026.07
2016-11-17,13399.37,10519.61,2026.07
2016-11-16,13481.94,10585.30,2026.07
2016-11-15,13482.48,10585.72,2026.07
2016-11-14,13482.48,10585.72,2026.07
2016-11-11,13410.99,10528.86,2026.07
2016-11-10,13419.87,10535.92,2026.07
2016-11-09,13584.54,10666.90,2026.07
2016-11-08,13604.15,10682.50,2026.07
2016-11-07,13604.15,10682.50,2026.07
2016-11-04,13721.77,10776.06,2026.07
2016-11-03,13765.53,10810.87,2026.07
2016-11-02,13765.53,10810.87,2026.07
2016-11-01,13797.80,10836.54,2026.07
2016-10-31,13782.48,10824.35,2026.07
2016-10-28,13682.91,10745.15,2026.07
2016-10-27,13671.17,10735.81,2026.07
2016-10-26,13671.17,10735.81,2026.07
2016-10-25,13671.17,10735.81,2026.07
2016-10-24,13671.06,10735.73,2026.07
2016-10-21,13636.17,10707.97,2026.07
2016-10-20,13724.39,10778.14,2026.07
2016-10-19,13712.99,10769.08,2026.07
2016-10-18,13712.99,10769.08,2026.07
2016-10-14,13712.99,10769.08,2026.07
2016-10-13,13712.99,10769.08,2026.07
2016-10-12,13725.21,10778.79,2026.07
2016-10-11,13711.75,10768.09,2026.07
2016-10-10,13615.34,10691.41,2026.07
2016-10-07,13634.16,10706.38,2026.07
2016-10-06,13634.16,10706.38,2026.07
2016-10-05,13634.16,10706.38,2026.07
2016-10-04,13744.12,10793.84,2026.07
2016-10-03,13744.12,10793.84,2026.07
2016-09-30,13744.12,10793.84,2026.07
2016-09-29,13744.12,10793.84,2026.07
2016-09-28,13741.44,10791.71,2026.07
2016-09-27,13741.44,10791.71,2026.07
2016-09-26,13741.44,10791.71,2026.07
2016-09-23,13631.48,10704.24,2026.07
2016-09-22,13631.48,10704.24,2026.07
2016-09-21,13631.48,10704.24,2026.07
2016-09-20,13631.48,10704.24,2026.07
2016-09-19,13497.59,10615.80,1762.13
2016-09-16,13489.92,10609.70,1762.13
2016-09-15,13303.82,10461.67,1762.13
2016-09-14,13301.57,10459.88,1762.13
2016-09-13,13303.82,10461.67,1762.13
2016-09-12,13257.55,10424.86,1762.13
2016-09-09,13257.55,10424.86,1762.13
2016-09-08,13175.21,10359.37,1762.13
2016-09-07,13175.21,10359.37,1762.13
2016-09-06,13175.21,10359.37,1762.13
2016-09-05,13175.21,10359.37,1762.13
2016-09-02,13175.21,10359.37,1762.13
2016-09-01,13175.21,10359.37,1762.13
2016-08-31,13174.36,10358.69,1762.13
2016-08-30,13174.36,10358.69,1762.13
2016-08-29,13174.36,10358.69,1762.13
2016-08-26,13174.36,10358.69,1762.13
2016-08-25,13174.36,10358.69,1762.13
2016-08-24,13174.36,10358.69,1762.13
2016-08-23,13165.95,10352.00,1762.13
2016-08-22,13165.95,10352.00,1762.13
2016-08-19,13165.26,10351.46,1762.13
2016-08-18,13165.26,10351.46,1762.13
2016-08-17,12950.34,10180.51,1762.13
2016-08-16,12913.40,10151.12,1762.13
2016-08-15,12913.40,10151.12,1762.13
2016-08-08,13130.66,10323.93,1762.13
2016-08-05,13130.66,10323.93,1762.13
2016-08-04,13130.66,10323.93,1762.13
2016-08-03,13381.50,10523.46,1762.13
2016-08-02,13381.50,10523.46,1762.13
2016-08-01,13381.50,10523.46,1762.13
2016-07-29,13381.50,10523.46,1762.13
2016-07-28,13381.50,10523.46,1762.13
2016-07-27,13161.58,10348.53,1762.13
2016-07-26,13161.58,10348.53,1762.13
2016-07-25,13069.83,10275.55,1762.13
2016-07-22,13069.83,10275.55,1762.13
2016-07-21,13001.61,10221.29,1762.13
2016-07-20,13001.61,10221.29,1762.13
2016-07-19,12877.65,10122.68,1762.13
2016-07-18,12856.47,10105.84,1762.13
2016-07-15,12856.47,10105.84,1762.13
2016-07-14,12856.47,10105.84,1762.13
2016-07-12,12929.79,10164.15,1762.13
2016-07-11,12929.79,10164.15,1762.13
2016-07-08,12929.73,10164.11,1762.13
2016-07-05,12929.73,10164.11,1762.13
2016-07-04,12929.73,10164.11,1762.13
2016-07-01,12927.37,10162.23,1762.13
2016-06-30,13126.13,10320.33,1762.13
2016-06-29,13126.13,10320.33,1762.13
2016-06-28,12887.38,10130.42,1762.13
2016-06-27,12887.38,10130.42,1762.13
2016-06-24,12887.38,10130.42,1762.13
2016-06-23,12887.38,10130.42,1762.13
2016-06-22,12800.34,10061.19,1762.13
2016-06-21,12800.34,10061.19,1762.13
2016-06-20,12800.34,10061.19,1762.13
2016-06-17,12806.31,10065.94,1762.13
2016-06-16,12806.31,10065.94,1762.13
2016-06-15,12827.62,10082.89,1762.13
2016-06-14,12825.10,10080.89,1762.13
2016-06-13,12827.62,10082.89,1762.13
2016-06-10,12827.62,10082.89,1762.13
2016-06-09,12827.62,10082.89,1762.13
2016-06-08,12827.62,10082.89,1762.13
2016-06-07,12827.62,10082.89,1762.13
2016-06-06,12823.24,10079.40,1762.13
2016-06-03,12823.24,10079.40,1762.13
2016-06-02,12846.60,10097.98,1762.13
2016-06-01,12813.66,10071.79,1762.13
2016-05-31,12814.18,10072.19,1762.13
2016-05-30,12814.18,10072.19,1762.13
2016-05-27,12793.72,10055.92,1762.13
2016-05-26,12719.70,9997.04,1762.13
2016-05-25,12692.33,9975.27,1762.13
2016-05-24,12692.33,9975.27,1762.13
2016-05-23,12577.06,9883.58,1762.13
2016-05-20,12477.55,9804.43,1762.13
2016-05-19,12477.55,9804.43,1762.13
2016-05-18,12477.55,9804.43,1762.13
2016-05-17,12477.55,9804.43,1762.13
2016-05-13,12514.20,9833.59,1762.13
2016-05-12,12534.66,9849.86,1762.13
2016-05-11,12652.28,9943.42,1762.13
2016-05-10,12682.97,9967.83,1762.13
2016-05-09,12682.97,9967.83,1762.13
2016-05-06,12682.97,9967.83,1762.13
2016-05-05,12686.29,9970.47,1762.13
2016-05-04,12838.01,10091.15,1762.13
2016-05-03,12838.01,10091.15,1762.13
2016-04-28,12861.07,10109.50,1762.13
2016-04-27,13005.16,10224.11,1762.13
2016-04-26,12838.01,10091.15,1762.13
2016-04-25,12838.01,10091.15,1762.13
2016-04-22,12838.01,10091.15,1762.13
2016-04-21,12834.34,10088.23,1762.13
2016-04-20,12911.04,10149.24,1762.13
2016-04-19,12911.04,10149.24,1762.13
2016-04-18,12911.04,10149.24,1762.13
2016-04-15,12906.65,10145.75,1762.13
2016-04-14,12906.65,10145.75,1762.13
2016-04-13,12884.78,10128.35,1762.13
2016-04-12,12906.29,10145.47,1762.13
2016-04-11,12906.29,10145.47,1762.13
2016-04-08,13407.30,10543.98,1762.13
2016-04-07,13407.30,10543.98,1762.13
2016-04-06,13407.30,10543.98,1762.13
2016-04-05,13407.30,10543.98,1762.13
2016-04-04,13419.95,10554.04,1762.13
2016-04-01,13419.95,10554.04,1762.13
2016-03-31,13419.95,10554.04,1762.13
2016-03-30,13419.95,10554.04,1762.13
2016-03-29,13471.65,10595.16,1762.13
2016-03-24,13471.65,10595.16,1762.13
2016-03-23,13471.65,10595.16,1762.13
2016-03-22,13471.65,10595.16,1762.13
2016-03-21,13471.65,10595.16,1762.13
2016-03-18,13493.53,10612.56,1762.13
2016-03-16,13898.54,10934.72,1762.13
2016-03-15,13898.54,10934.72,1762.13
2016-03-14,13898.54,10934.72,1762.13
2016-03-10,13898.54,10934.72,1762.13
2016-03-09,13996.97,11013.02,1762.13
2016-03-08,13996.97,11013.02,1762.13
2016-03-07,13996.97,13996.97,1762.13
2016-03-04,14020.65,11031.85,1762.13
2016-03-02,14020.65,11031.85,1762.13
2016-02-29,14263.58,11225.08,1762.13
2016-02-25,14242.45,11208.27,1762.13
2016-02-24,14242.45,11208.27,1762.13
2016-02-23,14278.39,11236.86,1762.13
2016-02-22,14344.20,11289.21,1762.13
2016-02-19,14360.00,11301.77,1762.13
2016-02-18,14360.00,11301.77,1762.13
2016-02-17,14360.00,11301.77,1762.13
2016-02-16,14360.00,11301.77,1762.13
2016-02-15,14360.00,11301.77,1762.13
2016-02-12,14360.00,11301.77,1762.13
2016-02-11,14360.00,11301.77,1762.13
2016-02-10,14360.00,11345.27,1762.13
2016-02-09,14414.69,11345.27,1762.13
2016-02-08,14414.69,11345.27,1762.13
2016-02-05,14414.69,11365.60,1762.13
2016-02-04,14440.24,11365.60,1762.13
2016-02-03,14440.24,11365.60,1762.13
2016-02-02,14440.24,11365.60,1762.13
2016-02-01,14440.24,11365.60,1762.13
2016-01-29,14440.24,11365.60,1762.13
2016-01-28,14440.24,11459.07,1762.13
2016-01-26,14557.75,11459.07,1762.13
2016-01-25,14557.75,11459.07,1762.13
2016-01-22,14557.75,11458.59,1762.13
2016-01-21,14557.15,11458.59,1762.13
2016-01-20,14557.15,11462.87,1762.13
2016-01-18,14562.53,9890.66,1762.13
2016-01-14,12581.74,11462.87,1709.34
2016-01-13,14562.53,11462.87,1762.13
2016-01-12,14562.53,11462.87,1762.13
2016-01-11,14562.53,11462.87,1762.13
2016-01-08,14562.53,11462.87,1762.13
2016-01-07,14562.53,11462.87,1762.13
2016-01-06,14562.53,11462.87,1762.13
2016-01-05,14562.53,11462.87,1762.13
2016-01-04,14562.53,11462.87,1762.13
2015-12-31,14562.53,11462.87,1762.13
2015-12-24,14562.53,11462.87,1762.13
2015-12-18,14562.53,11492.30,1762.13
2015-12-11,14599.53,11708.68,1762.13
2015-12-04,14871.56,11708.68,1762.13
2015-11-30,14871.56,11907.93,1762.13
2015-11-27,15122.06,11907.93,1762.13
2015-11-20,15122.06,11907.93,1762.13
2015-11-13,15122.06,11907.93,1762.13
2015-11-06,15122.06,12075.48,1762.13
2015-10-30,15332.70,12075.48,1762.13
2015-10-23,15332.70,12066.93,1762.13
2015-10-16,15321.95,12084.48,1762.13
2015-10-09,15344.02,12463.07,1762.13
2015-10-02,15819.98,12466.81,1762.13
2015-09-30,15824.68,12459.32,1762.13
2015-09-25,15815.26,12432.17,1762.13
2015-09-18,15781.13,12533.74,1762.13
2015-09-11,15908.82,12528.39,1762.13
2015-09-04,15902.10,12485.98,1762.13
2015-08-31,15848.78,12485.98,1762.13
2015-08-28,15848.78,12451.20,1762.13
2015-08-21,15805.06,12537.77,1762.13
2015-08-14,15913.90,12647.38,1762.13
2015-08-07,16051.70,12651.59,1762.13
2015-07-31,16056.99,12660.85,1762.13
2015-07-24,16068.63,12660.85,1762.13
2015-07-17,16068.63,12666.13,1762.13
2015-07-10,16075.26,12665.43,1762.13
2015-07-03,16074.39,12615.53,1762.13
2015-06-30,16011.65,12615.53,1762.13
2015-06-26,16011.65,12601.05,1762.13
2015-06-19,15993.45,12598.36,1762.13
2015-06-12,15990.07,12607.08,1762.13
2015-06-05,16001.03,12718.82,1762.13
2015-05-29,16141.51,12707.43,1762.13
2015-05-22,16127.19,12645.07,1762.13
2015-05-15,16048.80,12627.06,1762.13
2015-05-08,16026.15,12625.84,1762.13
2015-04-30,16024.62,12546.79,1762.13
2015-04-24,15925.24,12418.99,1762.13
2015-04-17,15764.56,12215.43,1762.13
2015-04-10,15508.65,12098.41,1762.13
2015-04-02,15361.54,12100.77,1762.13
2015-03-31,15364.50,12100.77,1762.13
2015-03-27,15364.50,11745.57,1762.13
2015-03-20,14917.94,11743.65,1762.13
2015-03-13,14915.52,11787.78,1762.13
2015-03-06,14971.01,11787.78,1762.13
2015-02-27,14971.01,11782.79,1762.13
2015-02-20,14964.74,11780.54,1762.13
2015-02-13,14961.90,11780.30,1762.13
2015-02-06,14961.60,11765.26,1762.13
2015-01-30,14942.70,11764.14,1762.13
2015-01-23,14941.07,11735.44,1759.61
2015-01-16,14904.99,11735.44,1759.61
2015-01-09,14904.99,11720.43,1759.61
2015-01-02,14886.12,11720.43,1759.61
2014-12-31,14886.12,11720.43,1759.61
2014-12-26,14886.12,11714.20,1759.61
2014-12-19,14878.29,11713.78,1759.61
2014-12-12,14877.75,11554.75,1759.61
2014-12-05,14677.82,11514.25,1759.61
2014-11-28,14626.91,11514.25,1759.61
2014-11-21,14625.73,11266.82,1745.85
2014-11-14,14314.64,11191.67,1745.79
2014-11-07,14220.16,11118.15,1745.79
2014-10-31,14127.41,11104.47,1742.21
2014-10-24,14110.22,11062.08,1742.21
2014-10-17,14056.92,11052.41,1742.21
2014-10-10,14044.76,11044.19,1742.21
2014-10-03,14034.43,11040.46,1742.21
2014-09-30,14029.74,11030.79,1742.21
2014-09-26,14017.58,10984.75,1742.21
2014-09-19,13959.70,10923.99,1742.21
2014-09-12,13883.31,10807.86,1742.21
2014-09-05,13737.30,10807.86,1742.21
2014-08-29,13737.30,10725.15,1742.21
2014-08-22,13633.32,10715.47,1742.21
2014-08-15,13621.15,10650.71,1742.21
2014-08-08,13539.73,10650.54,1742.21
2014-08-01,13539.39,10650.54,1740.76
2014-07-31,13539.39,10594.54,1740.76
2014-07-25,13468.99,10580.55,1740.76
2014-07-18,13451.40,10554.03,1740.76
2014-07-11,13418.05,10553.56,1740.76
2014-07-04,13417.47,10553.56,1740.76
2014-06-30,13417.47,10553.56,1740.76
2014-06-27,13417.47,10485.95,1740.76
2014-06-20,13332.47,10413.42,1740.76
2014-06-13,13241.27,10410.79,1740.76
2014-06-06,13237.97,10409.40,1740.76
2014-05-30,13233.53,10328.86,1709.34
2014-05-23,13132.27,10314.23,1709.34
2014-05-16,13113.87,10306.04,1709.34
2014-05-09,13103.58,10294.49,1709.34
2014-05-02,13089.06,10293.23,1709.34
2014-04-30,13087.48,10379.88,1709.34
2014-04-25,13196.40,10379.54,1709.34
2014-04-17,13195.96,10370.56,1709.34
2014-04-11,13184.68,10214.67,1709.34
2014-04-04,12988.73,10050.98,1709.34
2014-03-31,12782.98,10006.83,1709.34
2014-03-28,12727.48,9957.47,1709.34
2014-03-21,12665.43,9945.39,1709.34
2014-03-14,12650.25,9955.11,1709.34
2014-03-07,12662.47,9954.42,1709.34
2014-02-28,12661.60,9954.42,1709.34
2014-02-21,12661.60,9954.42,1709.34
2014-02-14,12661.60,9954.42,1709.34
2014-02-07,12661.60,9942.58,1709.34
2014-01-31,12646.78,9913.02,1709.34
2014-01-24,12609.74,9890.66,1709.34
2014-01-17,12581.74,9890.66,1709.34
2014-01-10,12581.74,9850.19,1709.34
2014-01-03,12531.04,9850.19,1709.34
2013-12-31,12531.04,9850.19,1709.34
2013-12-27,12531.04,9850.19,1709.34
2013-12-20,12531.04,9850.19,1709.34
2013-12-13,12531.04,9789.11,1709.34
2013-12-06,12454.53,9759.96,1709.34
2013-11-29,12416.60,9717.31,1696.77
2013-11-22,12363.18,9556.99,1696.77
2013-11-15,12160.93,9638.90,1684.20
2013-11-08,12263.54,9603.54,1684.20
2013-11-01,12219.25,9603.54,1684.20
2013-10-31,12219.25,9467.68,1684.20
2013-10-25,12049.06,9429.73,1684.20
2013-10-18,12001.52,9130.43,1684.20
2013-10-11,11626.61,8376.30,1684.20
2013-10-04,10638.34,8349.65,1296.46
2013-09-30,10604.97,8349.14,1296.46
2013-09-27,10604.33,8286.86,1296.46
2013-09-20,10526.31,8083.73,1296.46
2013-09-13,10271.86,7804.33,1296.46
2013-09-06,9921.87,7774.86,1296.46
2013-08-30,9884.95,6499.34,1296.46
2013-08-23,8287.17,6139.88,1296.46
2013-08-16,7836.83,5861.26,1295.83
2013-08-09,7483.43,5705.97,1256.86
2013-08-02,7288.91,5696.53,1256.86
2013-07-31,7277.08,5696.53,1256.86
2013-07-26,7277.08,5586.62,1256.86
2013-07-19,7125.41,5556.17,1132.44
2013-07-12,7087.12,5428.05,1131.18
2013-07-05,6926.63,5418.32,1131.18
2013-06-28,6914.45,5408.87,1131.18
2013-06-21,6902.61,5332.74,1131.18
2013-06-14,6807.25,5239.79,1131.18
2013-06-07,6688.84,5130.97,1113.58
2013-05-31,6552.53,5020.37,1113.58
2013-05-24,6413.98,5016.34,1113.58
2013-05-17,6408.93,4989.85,1113.58
2013-05-10,6375.75,4989.82,1113.58
2013-05-03,6374.87,4978.43,1106.40
2013-04-30,6360.60,4959.44,1106.40
2013-04-26,6335.40,4958.91,1093.47
2013-04-19,6334.73,4961.08,1093.47
2013-04-12,6337.45,4974.84,1093.47
2013-04-05,6354.69,4966.77,1093.47
2013-03-29,6344.58,5019.24,1093.47
2013-03-22,6407.48,4984.59,1068.34
2013-03-15,6364.07,4768.96,1068.34
2013-03-08,6082.65,4768.96,967.79
2013-03-01,6082.65,4763.98,967.79
2013-02-28,6076.41,4772.40,967.79
2013-02-22,6086.97,4759.56,967.79
2013-02-15,6070.88,4759.56,967.79
2013-02-08,6070.88,4732.24,967.79
2013-02-01,6026.76,4732.24,879.81
2013-01-31,6023.94,4717.41,854.67
2013-01-25,6005.36,4711.77,854.67
2013-01-18,5998.30,4711.77,854.67
2013-01-11,5998.30,4723.34,854.67
2013-01-04,6012.79,4725.51,854.67
2012-12-31,6015.51,4725.51,854.67
2012-12-28,6015.51,4741.75,854.67
2012-12-21,6035.86,4729.72,854.67
2012-12-14,6016.55,4701.26,816.96
2012-12-07,5973.83,4668.57,754.12
2012-11-30,5932.88,4674.76,754.12
2012-11-23,5940.64,4626.22,754.12
2012-11-16,5879.83,4631.02,754.12
2012-11-09,5885.84,4653.79,754.12
2012-11-02,5914.37,4655.07,754.12
2012-10-31,5915.97,4655.07,754.12
2012-10-26,5915.97,4655.07,754.12
2012-10-19,5915.97,4648.25,754.12
2012-10-12,5907.42,4648.25,754.12
2012-10-05,5907.42,4669.08,754.12
2012-09-28,5926.44,4669.08,691.28
2012-09-21,5926.44,4679.99,691.28
2012-09-14,5939.41,4710.27,684.99
2012-09-07,5977.33,4702.20,684.99
2012-08-31,5967.23,4697.74,684.99
2012-08-24,5961.65,4702.20,684.99
2012-08-17,5967.23,4700.34,684.99
2012-08-10,5964.90,4702.61,684.99
2012-08-03,5967.75,4702.61,684.99
2012-07-31,5964.21,4724.70,653.57
2012-07-27,5991.88,4724.70,653.57
2012-07-20,5991.88,4724.70,653.57
2012-07-13,5991.88,4717.88,653.57
2012-07-06,5983.34,4717.88,653.57
2012-06-29,5983.34,4695.24,653.57
2012-06-22,5954.98,4686.16,653.57
2012-06-15,5943.60,4643.08,653.57
2012-06-08,5886.82,4643.08,628.43
2012-06-01,5886.82,4643.08,628.43
2012-05-31,5886.82,4638.74,628.43
2012-05-25,5875.58,4632.64,576.90
2012-05-18,5867.94,4619.16,576.90
2012-05-11,5851.05,4554.96,576.90
2012-05-04,5770.63,4549.36,576.90
2012-04-30,5763.62,4549.36,576.90
2012-04-27,5763.62,4585.52,576.90
2012-04-20,5808.91,4508.20,576.90
2012-04-13,5712.06,4474.37,576.90
2012-04-06,5669.69,4474.37,576.90
2012-03-30,5667.12,4349.56,576.90
2012-03-23,5512.07,4322.77,565.59
2012-03-16,5478.51,4291.63,565.59
2012-03-09,5438.80,4291.63,559.30
2012-03-02,5437.39,4291.63,546.74
2012-02-29,5437.39,4291.63,546.74
2012-02-17,5437.39,4291.63,546.74
2012-02-10,5437.39,4329.61,546.74
2012-02-03,5483.68,4307.52,535.42
2012-01-31,5465.01,4220.33,535.42
2012-01-27,5346.80,4238.30,535.42
2012-01-20,5369.30,4236.92,535.42
2012-01-13,5367.58,4331.51,535.42
2012-01-06,5360.80,4245.94,535.42
2011-12-30,5378.87,4245.94,535.42
2011-12-23,5378.87,4245.94,535.42
2011-12-16,5378.87,4245.94,535.42
2011-12-09,5378.87,4245.94,535.42
2011-12-02,5378.87,4245.94,535.42
2011-11-30,5378.87,4245.94,535.42
2011-11-25,5378.87,4245.94,535.42
2011-11-18,5378.87,4110.39,535.42
2011-11-11,5209.09,3974.84,535.42
2011-11-04,5039.30,3974.84,535.42
2011-10-31,5039.30,3974.84,535.42
2011-10-28,5039.30,3973.38,535.42
2011-10-21,5037.47,3973.38,535.42
2011-10-14,5037.47,3966.49,535.42
2011-10-07,5027.27,3966.49,521.60
2011-09-30,5027.27,3944.25,521.60
2011-09-23,4999.42,3917.47,521.60
2011-09-16,4965.87,3902.16,521.60
2011-09-09,4946.70,3869.64,521.60
2011-09-02,4905.96,3869.64,521.60
2011-08-26,4905.96,3850.51,521.60
2011-08-19,4882.00,3860.44,521.60
2011-08-12,4890.89,3860.44,490.18
2011-08-05,4890.18,3887.14,483.89
2011-07-29,4922.90,3887.14,477.61
2011-07-22,4922.90,3887.14,477.61
2011-07-15,4922.90,3887.14,477.61
2011-07-08,4922.90,3878.68,477.61
2011-07-01,4912.30,3878.68,477.61
2011-06-30,4912.30,3862.76,477.61
2011-06-24,4890.94,3861.77,465.04
2011-06-17,4889.70,3861.77,465.04
2011-06-10,4889.70,3845.51,465.04
2011-06-03,4865.06,3889.11,427.33
2011-05-27,4919.67,3880.12,427.33
2011-05-20,4908.42,3876.17,427.33
2011-05-13,4903.47,3830.82,427.33
2011-05-06,4844.82,3855.94,410.99
2011-04-29,4876.28,3853.32,410.99
2011-04-22,4873.00,3853.08,410.99
2011-04-15,4871.27,3841.59,398.42
2011-04-08,4856.88,3842.44,398.42
